label	tagged_in_context
exaggeration,minimisation	Meanwhile, Trump continued pounding Sessions in other tweets, saying he needed to investigate “deleted Emails, Comey lies & leaks, Mueller conflicts, McCabe, Strzok, Page, Ohr…the Clinton Foundation, illegal surveillance of Trump Campaign, Russian collusion by Dems — <BOS> and so much more <EOS>.” 
not_propaganda	Victor, his attorney, declined to comment about CNN's questions <BOS> about <EOS> the incendiary rounds. 
exaggeration,minimisation	While most readers with functional critical thinking capacity may readily dismiss the Guardian’s smear on its face, the fact that the Guardian published this piece, and that Luke Harding is still operating with <BOS> even the tiniest modicum of respect as a journalist <EOS> despite his history of deceit, tells us something bone-chilling about journalism. 
loaded_language	Thousands of U.S. dead, tens of thousands of wounded, trillions of dollars sunk, and a Mideast awash in blood from Afghanistan to Iraq, Libya, Syria and Yemen, with <BOS> millions uprooted and homeless <EOS>. 
not_propaganda	Completing this poll grants you access to Freedom Outpost <BOS> updates <EOS> free of charge. 
causal_oversimplification	<BOS> All for spreading unwelcome truth around <EOS>. 
flag_waving	Does Berg and the AMA support <BOS> our <EOS> military? 
causal_oversimplification	Why, <BOS> there’s only one possible explanation <EOS>: the Second Vatican Council. 
doubt	<BOS> This Guardian Fake News Story Proves That The Media Can't Be Trusted <EOS> 
not_propaganda	The places where Eucharistic <BOS> adoration <EOS> is still offered are places where at least some flicker of the true Faith survives. 
not_propaganda	Just out of hospital, I was in no shape <BOS> to compete with the great Economist <EOS> or its very witty headline writers. 
exaggeration,minimisation	Barack Hussein Obama has planted seeds that will be bearing bitter fruit <BOS> for years, and probably decades <EOS>, to come. 
causal_oversimplification	In other words, <BOS> as Bergoglio cannot deny the allegations without lying, he will say nothing at all about them in the hope they will go away <EOS>—with the help of sycophants in the Vatican press corps and shifty polemicists like Shea, who expects his readers to swallow his explanation that Bergoglio’s refusal to say anything in his defense when asked point blank about the charges against him “seems to me to obviously be the reply of somebody who believes the accusations are groundless…”. 
flag_waving	He has publicly told the Muslim invaders to <BOS> leave Hungary and never come back <EOS>. 
not_propaganda	However, unlike Jupiter’s centuries-old storm, Neptune’s hurricane-like <BOS> weather events only <EOS> last a few years at a time before eventually dissipating. 
not_propaganda	Among other things, he suggested expanding the inspection regime against Iran’s nuclear installations and canceling the so-called “sunset” <BOS> clause that places an end date <EOS> on the restrictions governing certain components of Iran’s nuclear advancement. 
name_calling,labeling	Thanks to <BOS> crackpots <EOS> online, a Mesa man has become embroiled in conspiracy theories after he sold ammunition to the Las Vegas mass shooter. 
exaggeration,minimisation	Rich Penkoski is hardly the first to protest this egregious submission to <BOS> the most vicious and brutal ideology on the face of the Earth <EOS>. 
appeal_to_fear_prejudice	The spread of Ebola from a rural area to Mbandaka has raised <BOS> alarm as Ebola can spread more quickly in urban centers <EOS>. 
doubt	Given his long experience witnessing <BOS> the church’s inertia on the issue <EOS>, Saviano said, he has set his expectations at rock bottom. 
causal_oversimplification	<BOS> The answer: Helms lied <EOS>. 
repetition	<BOS> I am tired <EOS> of sin. 
not_propaganda	Even the president of <BOS> the local mosque in Princeton says it <EOS> should stay. 
causal_oversimplification	<BOS> Fisher knows that Francis knows it, even if she still cannot bring herself to say explicitly what should now be apparent to the entire body of the faithful <EOS>: that Bergoglio’s very presence on the Chair of Peter is a grave threat to the common good of the Church and the integrity of the Faith. 
not_propaganda	The informant, who is <BOS> so far only known as “Confidential Source 1,” says that when he attempted to come forward last year with information that linked the Clinton Foundation directly to the scandal he was promptly silenced by the FBI and the <EOS> Obama administration. 
exaggeration,minimisation	<BOS> So much time and money wasted, so many lives ruined <EOS> … and Sessions knew better than most that there was No Collusion’ with the Kremlin,’ he added. 
repetition	Other theories behind the <BOS> health issues <EOS> in Cuba include the use of electromagnetic weapons, which can target highly-focused energy at potential victims. 
not_propaganda	<BOS> And why are those members of Congress still allowed to serve? <EOS> 
flag_waving	<BOS> Would a Republican get a pass on meeting with a racist hate group leader? Obviously not <EOS>. 
not_propaganda	The Northerners certainly seemed to think <BOS> so. <EOS> 
not_propaganda	The formation of the formators and their <BOS> collaborators is entrusted in part to the monasteries and in part to the Federation, therefore, the President of the Federation is called to strengthen formation at the federal <EOS> level and to require the participation of those who exercise the service of formation; if this does not happen, she will refer the matter to the Holy See. 
not_propaganda	You may opt <BOS> out <EOS> at anytime. 
doubt	To start off, <BOS> maybe this individual should take the time to know a little bit of his own history! There is nothing worse than when a person who doesn’t know what they are talking about tries to tell you what the truth is <EOS>. 
not_propaganda	HANNITY: Back to <BOS> my <EOS> original question, counselor, if I may. 
causal_oversimplification	Kritarch Patti Saris, <BOS> who thinks it is the job of District Court judges to micromanage the deportation system of the United States <EOS>, got her wish. 
flag_waving	The North’s weapons are obsolescent; its small air forces and navy will be vaporized by <BOS> US power <EOS> but its troops are deeply dug into the mountainous terrain and would be fighting from prepared positions. 
not_propaganda	<BOS> What of <EOS> Jeremiah? 
not_propaganda	That’s where the transcript ends according to few secret records <BOS> of the CIA that were recently released <EOS> by the National Archives. 
not_propaganda	What might <BOS> be this “generous response?” Pope <EOS> Francis does not give an example in AL 303 because he’s speaking in general terms of the dynamics of conscience. 
repetition	He adds that “you have <BOS> to appeal to white guilt <EOS>.” 
not_propaganda	<BOS> Wasserman Schultz became fixated on finding out everything investigators <EOS> knew about Awan, the House sources said. 
exaggeration,minimisation	<BOS> Gun Control Is Now Truly Impossible <EOS> 
not_propaganda	Things are a bit different <BOS> now. <EOS> 
not_propaganda	And <BOS> we have allowed them to get away with it. <EOS> 
appeal_to_fear_prejudice	Giving prelates who object the impression <BOS> they’ll be “marginalized or worse” if they speak out <EOS>. 
not_propaganda	<BOS> He then transferred the data <EOS> to Pakistan. 
flag_waving	Orban said on Sunday that Europe faces a critical fissure between nation states of the East and the West, which he called an "immigrant zone, a mixed population world that heads in <BOS> a direction different from ours <EOS>". 
name_calling,labeling	A brief recap of Jamie's story: on Sept. 11, the 17th Anniversary of the 9/11 terror strike, <BOS> Facebook's Unholy Alliance masters <EOS> informed Jamie that he was suspended from Facebook for 30 days due to his posting of his article, 9 Steps to Successfully Counter Jihad, which Facebook informed him violated their "community standards." 
not_propaganda	We have to <BOS> think a great deal <EOS> about that. 
causal_oversimplification	So, as Fastiggi and Goldstein would have it, <BOS> all the tumult triggered by AL is just a misunderstanding caused by uninformed people who haven’t consulted the Latin text— <EOS>including those ignorant Vatican translators. 
exaggeration,minimisation	According to a recent study, the gun issue is <BOS> an incredibly powerful, motivating issue in politics <EOS>. 
not_propaganda	To call it anything else <BOS> would be deceitful and would only ignore the problem <EOS> further. 
loaded_language	How willing they are to overlook judgment when it comes to the criminals that <BOS> run rampant <EOS> in this country, and on the other hand how willing they are to show compassion to the criminals while overlooking the victims. 
not_propaganda	Who should replace Nikki Haley as our ambassador to the <BOS> U.N.? <EOS> 
not_propaganda	You also agree to <BOS> this site's Privacy <EOS> Policy and Terms of Use. 
exaggeration,minimisation	However, a new ruling in a court case over 3-D printer files of guns <BOS> has now made gun control virtually impossible <EOS>. 
repetition	Now [in the general] he’s going back to <BOS> left of center <EOS>.” 
name_calling,labeling	This is just <BOS> a deep state coo attempt <EOS> (Mueller) to stop the will of We the People!!! 
appeal_to_fear_prejudice	“I believe that it’s 100 percent likely that plague will arrive in the UK once more – <BOS> it’s just a question of ‘when’, not ‘if’ <EOS>. 
exaggeration,minimisation	“They know <BOS> this is one of the great scandals in the history of our country <EOS> because basically what they did is, they used [former Trump campaign aide] Carter Page, who nobody even knew, who I feel very badly for, I think he’s been treated very badly. 
appeal_to_fear_prejudice	The incubation period is extremely short too, and an infected person may die within 12 to 24 hours of contracting the bacteria <BOS> making cures in underdeveloped regions of the globe difficult at best <EOS>. 
not_propaganda	<BOS> Email <EOS> * 
not_propaganda	NewsCatholic <BOS> Church <EOS> 
flag_waving	And as schools continue to fail, and authoritarian policies continue to wreak havoc on <BOS> our society <EOS>, more will wake up to the absolute horror of what allowing the state to educate our children has done to the moral fabric of humanity. 
name_calling,labeling	We’re also talking about homosexual propositions and abuses against seminarians and young priests by <BOS> powerful priests, bishops, and cardinals <EOS>. 
exaggeration,minimisation	<BOS> The Guatemalan operation was brilliant and ingenious <EOS>. 
repetition	How do you drain the <BOS> swamp <EOS> by adding to it? 
repetition	When I die and go before the judge, God will not be able to say to me, “<BOS> You destroyed the Church.” <EOS> I refused to contribute to the destruction of the Church. 
appeal_to_fear_prejudice	While I realize that it is not always easy to evaluate the credibility of those bringing allegations, and that there’s often a tendency to believe those we know over those we don’t, <BOS> I don’t think that the Church in the United States will rest — and confidence will be restored — until the matter is independently investigated and explained, and assurances are given that there are safeguards in place to make sure that something like this couldn’t happen again <EOS>. 
name_calling,labeling	A point that Dreher’s informants have brought up needs to be made emphatic: the <BOS> homosexualist cabal <EOS> that is currently reported to be dominant in the Catholic hierarchy (and don’t imagine this is confined to the United States or even to the English speaking world) have a well documented methodology of mutual protection-and-threat that keeps the whole apparatus afloat. 
not_propaganda	Name This field is for <BOS> validation <EOS> purposes and should be left unchanged. 
appeal_to_fear_prejudice	“<BOS> The Mother Wheel is a heavily armed spaceship the size of a city, which will rain destruction upon white America but save those who embrace the Nation of Islam <EOS>.” 
name_calling,labeling	Why <BOS> White House Leaker <EOS> Dina Habib Powell “McMaster’s Huma Abedin” Should Not Be UN Ambassador 
not_propaganda	• In September of 2016 … the CHA and [IG] briefed the former Chairman of the Democratic Caucus about suspicious <BOS> activity related to their <EOS> server that the [IG] identified. 
not_propaganda	Murillo wrote at the outset of the lengthy <BOS> message: <EOS> 
doubt	<BOS> Take for example Luke Harding of the Guardian who just published a book titled Collusion: Secret Meetings, Dirty Money, and How Russia Helped Donald Trump Win. He was taken apart in a Real News interview (vid) about the book. The interviewer pointed out that there is absolutely no evidence in the book to support its claims. When asked for any proof for his assertion Harding defensively says that he is just "storytelling" - in other words: it is fiction. Harding earlier wrote a book about Edward Snowden which was a similar sham. Julian Assange called it "a hack job in the purest sense of the term". Harding is also known as plagiarizer. When he worked in Moscow he copied stories and passages from the now defunct Exile, run by Matt Taibbi and Mark Ames. The Guardian had to publish an apology <EOS>. 
flag_waving	Unlike the politicians who attempt to undermine ICE’s critical mission, <BOS> our officers will continue to fulfill their sworn duty to protect public safety <EOS>. 
not_propaganda	Deterrence from evil is not the primary purpose of meting out punishment in any case, yet Scripture attests to deterrence as an <BOS> important side effect of any penalty. <EOS> 
not_propaganda	Saris should know that when the <BOS> appeal of <EOS> her decision that the Indonesian illegal aliens gets reviewed by the Supreme Court, her decision will be struck down. 
appeal_to_fear_prejudice	They are in Europe <BOS> to conquer and Islamize it <EOS>, with willing and eager help from Europe’s short-sighted, self-serving, internationalist intelligentsia." 
appeal_to_fear_prejudice	With mass immigration, especially from Africa, "<BOS> our worst nightmares can come true <EOS>. 
flag_waving	<BOS> That money has come from the taxpayers of course <EOS>. 
not_propaganda	Additionally, the family of Stephen Paddock just received his cremated remains <BOS> on Thursday and his brother said that the family has yet <EOS> to receive an autopsy report. 
loaded_language	Talk of US-South Korean plans to “<BOS> decapitate <EOS>’ North Korea’s leadership with missile strikes and commando raids keeps giving Pyongyang the jitters. 
exaggeration,minimisation	Needless to say, many were completely unsatisfied with Franken’s <BOS> very weak statement <EOS>. 
not_propaganda	[Judge Orders Potential Release Of Hundreds <BOS> Of Illegals <EOS> From Iraq, by Stephen Dinan, Washington Times, January 3, 2018] 
not_propaganda	Sinema, a co-founder of the activist group Local to Global Justice, invited people in a now-closed Yahoo group to <BOS> attend two events with Lynn <EOS> Stewart, both in 2003. 
not_propaganda	FrontPage <BOS> Magazine reported: <EOS> 
exaggeration,minimisation	Not surprisingly, the mainstream media <BOS> isn’t even questioning that ludicrous notion <EOS>. 
not_propaganda	Explain to Catholics why would you headline a <BOS> homosexual affirming speaker at a Synod for youth <EOS> and seminarians? 
doubt	<BOS> Ford obviously has mental issues and that was on display on Thursday during her testimony <EOS>. 
not_propaganda	Epstein <BOS> has published research detailing how Google could influence <EOS> the results of U.S. elections. 
loaded_language	But that raises the next question; if Ratzinger knew so well <BOS> what kind of creature Kasper was <EOS>, why wasn’t the next step to pitch him out of the episcopate on his ear? 
name_calling,labeling	Allah has created them to be <BOS> partisans of Satan; most treacherous in regard to all they do <EOS>; whose whole endeavor in this nether life is useless, though they themselves imagine that they are doing fine work. 
not_propaganda	Completing this poll grants you access <BOS> to Freedom Outpost updates free of charge. <EOS> 
loaded_language	<BOS> Screw the terrorist. He’ll be eating cat food forever <EOS>.” 
repetition	Our American history found in that document teaches that our <BOS> forefathers <EOS> threw off the tyrant that would not be ruled by God and declared “Resistance to tyrants is obedience to God!" 
not_propaganda	But despite <BOS> the pope’s claim, the charges against Barros are serious and have been deemed credible by <EOS> a judge. 
appeal_to_fear_prejudice	Turkish officials say Khashoggi’s <BOS> body was cut up with a bone saw <EOS>, then taken out of the building. 
not_propaganda	<BOS> You <EOS> may opt out at anytime. 
not_propaganda	But perhaps, more and more, they become <BOS> invalid because [the ministers lose faith in the Real Presence]. <EOS> 
not_propaganda	The “erpos” give us that tool now <BOS> as <EOS> an option,’ said Sgt. 
appeal_to_fear_prejudice	<BOS> In a sense, what Bergoglio is doing is worse than explicit heresy <EOS>, which could at least be readily identified and denounced as such. 
name_calling,labeling	There has been a great deal of effort to keep separate acts which fall under the category of <BOS> now-culturally-acceptable acts of homosexuality <EOS> from the publically-deplorable acts of pedophilia. 
loaded_language	<BOS> Zilch <EOS>. 
not_propaganda	The Chinese generally filed asylum applications after arriving in the United States, <BOS> and, importantly, not at an American embassy or consulate in <EOS> Indonesia or nearby. 
not_propaganda	In any case, what is certain is that Pope Benedict imposed the above canonical sanctions on McCarrick and that they were communicated to him <BOS> by <EOS> the Apostolic Nuncio to the United States, Pietro Sambi. 
not_propaganda	Some may remember a video that made the internet rounds <BOS> of <EOS> an uproar in a Chilean cathedral at the installation ceremony of a bishop. 
not_propaganda	Let’s say, hypothetically, that I’m right: <BOS> that the CIA agreed to use its assets in <EOS> Congress to shut down the Russia investigation. 
not_propaganda	But they won’t stop <BOS> trying, either. <EOS> 
not_propaganda	Kavanaugh immediately responded <BOS> to Grassley. <EOS> 
repetition	Many potential homeschooling parents are concerned about the failure of school administrators to effectively <BOS> protect <EOS> children from bullying by other students. 
not_propaganda	Moreover, against public law, the coroner has still not released the autopsy report for “Stephen Paddock” after an Intellihub article definitively proved the body recovered in Mandalay Bay room <BOS> 32-135 was <EOS> not Paddock’s. 
not_propaganda	A few days ago, my friend Steve Skojec, of the traditionalist/restorationist website One Peter Five, summed up the consternation of those of us who still feel a <BOS> lingering affection for (the <EOS> man we used to call) Pope Benedict. 
not_propaganda	At 16:05 utc <BOS> the Guardian silently edited the story. <EOS> 
appeal_to_fear_prejudice	<BOS> Those that have been engaging in this sort of shameful behavior have got to go because we simply are not going to put up with it anymore <EOS>. 
not_propaganda	Death <BOS> threats <EOS> 
loaded_language	It is time to take our government back because at this point it has become an <BOS> absolutely disgusting cesspool of filth and corruption <EOS>. 
appeal_to_fear_prejudice	<BOS> Nuclear explosions would spread radioactive contamination over northern China and Pacific Russia <EOS>. 
flag_waving	<BOS> Would the American people support such a war with U.S. troops? <EOS> 
not_propaganda	Garcia Zarate confessed to firing the shot and had <BOS> gunpowder residue on his <EOS> hands. 
not_propaganda	And since <BOS> the official start of the "recovery" in June 2009, Hispanics have gained 416,000 jobs while <EOS> non-Hispanics have lost 675,000 positions. 
flag_waving	This is just a deep state coo attempt (Mueller) <BOS> to stop the will of We the People <EOS>!!! 
not_propaganda	Everyone was furthermore responsible for the atonement due to God for a crime whose evil consequences would otherwise have affected them all: “The hands of the witnesses shall be first upon him to kill him, and afterwards the hands of the rest of the people; that thou mayest take away the evil out of the midst of <BOS> thee” <EOS> (Deut. 
loaded_language	“In fact there are two members of Congress, Republican and Democrat, right now, who serve — who have…engaged in sexual harassment.” Speier said one of the harassers has propositioned women with the comment, “Are you going to be a good girl?” Another has exposed his genitals, she said, and some victims have had “<BOS> their private parts grabbed on the House floor.” <EOS> “All they ask in return as staff members is to be able to work in a hostile-free work environment. 
doubt	<BOS> The problem for the Guardian, which should have been obvious to its editors from the outset, is that any visits by Manafort would be easily verifiable without relying on unnamed “sources <EOS>”. 
name_calling,labeling	Jorge Bergoglio might have been unknown to the larger Catholic world, but Walter Kasper was a <BOS> celebrity heretic <EOS>, the media-savvy frontman for the “ultra-liberal” “wing” of the post-Vatican II Church. 
not_propaganda	I was grateful for the opportunity to reinforce that with our seminarians this past weekend, and I look forward to continuing my work with the <BOS> Office of Ministerial Standards and Safe Environment, and our Archdiocesan Review Board, in creating a culture <EOS> in which no one need be afraid or reluctant to bring forth an allegation of misconduct. 
not_propaganda	In the meantime, it gives Wilson a unique <BOS> license to publish data about those weapons anywhere he <EOS> chooses. 
appeal_to_fear_prejudice	<BOS> We must be vigorous in our intolerance of his intolerance.” <EOS> In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support Hitler the Great.’ These people, corruptly elected, have no shame. 
not_propaganda	DB: And <BOS> who can forget the release <EOS> of the “collateral murder” footage by Chelsea Manning? 
appeal_to_fear_prejudice	That would <BOS> leave millions more vulnerable to the outbreak, and create a short supply <EOS> of life-saving antibiotics. 
not_propaganda	This reminds me of when I gave a prayer <BOS> at <EOS> the state capital in Minnesota. 
not_propaganda	But even if communications were working, residents can’t get to the port, as many of the island’s roads are impassable and most are without gasoline <BOS> to <EOS> power a car. 
not_propaganda	They include being caught in flagrante in an elevator <BOS> with a teenaged male prostitute, and his sexual relationship with a <EOS> captain in the Swiss army. 
not_propaganda	<BOS> Pilger adds: <EOS> 
not_propaganda	Haley’s essential claim was that Saudi Arabia is under attack by missiles supplied to Yemen by <BOS> the Iranian government and <EOS> that the world should not sit idly by as this goes on. 
not_propaganda	as <BOS> well <EOS> as those who submitted to such. 
not_propaganda	Indeed, Ratzinger himself maintained that <BOS> he <EOS> had never changed his theological opinions. 
not_propaganda	But still, after six days of deliberation, the illegal Mexcian immigrant was acquitted of <BOS> murder <EOS> and manslaughter charges and also found not guilty of assault with a firearm. 
repetition	<BOS> Impossible <EOS>. 
exaggeration,minimisation	And they’re going to tell us that they just let Lee Harvey Oswald, a supposed self-avowed communist <BOS> skate blissfully across the Cold War stage of history with nary any abuse or harassment at all <EOS>? 
appeal_to_fear_prejudice	<BOS> That will likely change, however <EOS>. 
loaded_language	Kritarch Saris has apparently seen the SCOTUS writing on the wall, and perhaps <BOS> had an attack of her legal conscience <EOS> and decided that she will acquiesce on the major issue, but fight on a minor issue. 
causal_oversimplification	<BOS> After all, it is not the injury to relatives or any other human consideration that makes homicide the serious sin that it is, but as God Himself pointed out to Noah, it is the fact that “man was made to the image of God” that makes an assault on him tantamount to an assault on God. It is therefore to God, and not to His creatures that reparation is primarily due <EOS>. 
not_propaganda	FBI IG <BOS> Report: A <EOS> Slap On The Wrist 
not_propaganda	Sen. <BOS> Al Franken announced his resignationon the <EOS> Senate floor Thursday morning, as Democratic calls for his resignation mount following the latest sexual misconduct accusations against him. 
name_calling,labeling	The likeliest interpretation of his statement is that he is saying that we must not speak about how <BOS> jihadis <EOS> find justification for their actions in the Qur’an and Sunnah, as that will alienate the “moderates.” 
not_propaganda	<BOS> If they <EOS> can derail Kavanaugh’s nomination, that is an added bonus. 
not_propaganda	He recently signed an immigration decree requiring asylum seekers to apply at their point of entry to the country and barring <BOS> illegal immigrants from <EOS> requesting asylum. 
not_propaganda	In anticipation of potential clashes at <BOS> the border, American soldiers have begun reinforcing their positions. <EOS> 
flag_waving	This is what led me to write my new New York Times best-selling book, “Trump’s America: The Truth About <BOS> Our Nation’s Great Comeback <EOS>.” With each passing month the radical-extremist wing of the Democratic Party dominates the progressive wing more and more. 
causal_oversimplification	<BOS> Rather than being about receiving “God’s assistance for themselves,” those engaging in sodomy and wishing to have it “blessed” by the Church “aim with their request at the recognition and acceptance of their homosexual way of life and its ecclesial valorization.” <EOS> 
not_propaganda	This emphatically includes persons with <BOS> same-sex <EOS> attraction. 
flag_waving	<BOS> On the other hand, this focus allows the administration to perpetuate the destructive fantasy that there are other types of “extremists” — who just happen to be the Left’s political opponents — that pose a great threat to the country <EOS>. 
exaggeration,minimisation	To call them nativists and parade their moral <BOS> superiority <EOS>. 
exaggeration,minimisation	This possibility is owed, furthermore, to a death by one of the cruelest means ever devised, unjustly inflicted on one supremely innocent Man who was God, in <BOS> a miscarriage of human justice beyond any the world could ever have imagined <EOS>. 
not_propaganda	Here’s what the military was REALLY up to, <BOS> when CNN and the rest had their little fever dreams about cross-border gun battles. <EOS> 
exaggeration,minimisation	She noticed that Latino voters did <BOS> record-breaking numbers <EOS>, especially in states like Florida, Nevada and Arizona — the last of which she describes as “a key state for us.” She brags that the company used its power to ensure that millions of people saw certain hashtags and social media impressions, with the goal of influencing their behavior during the election.” 
not_propaganda	<BOS> take our poll - <EOS> story continues below 
appeal_to_fear_prejudice	An expert is <BOS> warning the plague that has sickened over 2000 people in Madagascar since August is impossible to eradicate <EOS>. 
doubt	“<BOS> It’s gotta be a set-up <EOS>”: Neighbor of Las Vegas Shooter Claims He Didn’t Do It 
causal_oversimplification	The length of the Mueller-McGahn sessions led Trump to the conclusion the special counsel is “looking for trouble” because they “<BOS> they know there is no Russian Collusion <EOS>.” 
not_propaganda	There was blood everywhere <BOS> in his victim’s apartment. <EOS> 
not_propaganda	“People are shot to death in pizza restaurants, people are killed <BOS> by hand grenades they <EOS> find on the street,” Sweden Democrat leader Jimmie Akesson said in parliament on Wednesday. 
name_calling,labeling	BREAKING NEWS: TRUMP TELLS JEFF SESSIONS TO PUT AN END TO RUSSIA PROBE AS HE CLAIMS PROSECUTORS DOING MUELLER’S ‘DIRTY WORK ARE <BOS> A DISGRACE’ TO AMERICA <EOS> 
not_propaganda	There is <BOS> no cure for Ebola. <EOS> 
not_propaganda	This is how one explains that, as members of the Congregation for Bishops, the Pope replaced Cardinal Burke with Wuerl and immediately appointed <BOS> Cupich right after he was made <EOS> a cardinal. 
not_propaganda	Ambellas <BOS> and Intellihub claim that the <EOS> FBI and the Las Vegas Metropolitan Police Department are providing cover for the real story behind the massacre, with help from Haig. 
not_propaganda	Dr. Derek Gatherer, from Lancaster University’s biomedical and life-sciences department, told MailOnline the <BOS> country <EOS> would struggle “to cope” if cases continue to spiral. 
causal_oversimplification	Except whenever he pleases, as we have seen again and again with <BOS> the conservative bishops and even Cardinals (Burke and Müller) he has sacked because their conservatism offended him or one of his friends <EOS>, prompting even Crux to ask: “Does Pope Francis have an enemies list?” Then again, Francis even obtained the removal of his own “trusted counselor” McCarrick from the College of Cardinals, albeit only when forced to act due to worldwide condemnation in the media. 
repetition	It appears in the document 16 times and “<BOS> autonomous <EOS>” 30 times. 
causal_oversimplification	<BOS> Sodom and Gomorrah was Judged by God Because Men Refused to Keep His Commandments in Dealing with the Wicked <EOS>! 
not_propaganda	She accused her husband of threatening <BOS> to kill her, <EOS> their daughter and himself. 
doubt	<BOS> Has President Trump thought through where we are going with this deepening commitment in Syria <EOS>, where we have only 2,000 troops and no allies but the Kurds, while on the other side is the Syrian army, Hezbollah, Russia and Iran, and Shiite militias from Iraq, Afghanistan and Pakistan? 
not_propaganda	<BOS> People are going to <EOS> be very happy." 
not_propaganda	Probably she thinks that if she disavows these words now, she will be thought of <BOS> as “Islamophobic” by a significant portion of <EOS> her base. 
not_propaganda	Article posted with <BOS> permission from The <EOS> Washington Standard 
repetition	Although the plague is responding well to antibiotics right now, <BOS> drug resistance is also an increasing concern <EOS> amongst experts who predict it will vastly accelerate the disease’s death toll. 
not_propaganda	Dina Habib <BOS> Powell was an influential figure <EOS> in the Bush administration. 
causal_oversimplification	<BOS> From that point on it is Christ who delegates the divine authority to punish by killing, and both Scripture and tradition testify that it is lawfully wielded by those to whom He entrusts the temporal sword in His Kingdom <EOS>. 
flag_waving	It is time that Congress sure up things so that <BOS> America's tax dollars <EOS> are not bound up in a worthless judicial process when people are clearly in the country illegally. 
not_propaganda	Straight <BOS> Talk on Armed... Best Price: $13.95 Buy New $13.95 (as of 03:40 EDT <EOS> - Details) 
name_calling,labeling	This was <BOS> unjust <EOS>. 
not_propaganda	You <BOS> may opt out <EOS> at anytime. 
repetition	Officials Warn: Airborne Black Death Epidemic Could ‘<BOS> Explode’ <EOS> 
not_propaganda	The vaccination <BOS> campaign will <EOS> begin today. 
loaded_language	Republicans still don’t get that no amount of appeasement will stop the left from <BOS> demonizing them <EOS> anyway. 
not_propaganda	He has a long record in <BOS> Argentina of shaving close to scandals and vociferously denying involvement, and relying heavily on the <EOS> broad good will of Catholics towards bishops to pull it off. 
flag_waving	Bob Mueller is totally conflicted, and <BOS> his 17 Angry Democrats that are doing his dirty work are a disgrace to USA <EOS>! 
not_propaganda	First, one way to help test the <BOS> veracity of <EOS> old claims is to ask whether there is any contemporaneous corroboration. 
loaded_language	Republicans have pointed to embattled Broward Elections chief Brenda Snipes’ record of <BOS> past election gaffes <EOS> in arguing that the largely Democratic country is tilted against them — perhaps fraudulently so. 
not_propaganda	An Anti-Semitic Purge At McGill <BOS> University <EOS> 
repetition	They’ll be putting up barriers and razor wire in preparation for the <BOS> migrant caravan hea <EOS>ded to the US/Mexico border. 
not_propaganda	We need to intervene where evil is spreading; for evil spreads where daring Christians <BOS> who oppose evil with good are lacking.” If this is rightly to be considered a serious moral responsibility for every believer, how much graver is it for the Church’s supreme pastor, who in the case of McCarrick not only did not oppose evil <EOS> but associated himself in doing evil with someone he knew to be deeply corrupt. 
not_propaganda	The discernment on the foundation of a new monastery by the Federation <BOS> is made within <EOS> the framework of the Federal Assembly.” 
repetition	It seems there are two themes running through the document: to establish a certain value of “<BOS> autonomy <EOS>” as the indispensable criterion for viability, while at the same time asserting top-down oversight and control over who gets to make this determination. 
not_propaganda	<BOS> Seattle Police First In State To Seize Gun Under Mental <EOS> Health Law 
not_propaganda	The former Apostolic Nuncio to the United States has, as <BOS> they say, <EOS> doubled down. 
flag_waving	‘Bob Mueller is totally conflicted, and <BOS> his 17 Angry Democrats that are doing his dirty work are a disgrace to USA <EOS>!’ 
causal_oversimplification	Contrary to what the mainstream press is asserting, <BOS> the records undoubtedly contain more incriminating circumstantial evidence that fills in the mosaic of a U.S. national-security regime-change operation on November 22, 1963 <EOS>. 
exaggeration,minimisation	The Democrat leadership collusion with Muslim spies is <BOS> the biggest story of treason and espionage in the recent memory <EOS>. 
not_propaganda	In <BOS> order to avoid causing offense we offer to ourselves and to others <EOS> niceties and human consolation. 
not_propaganda	Furthermore, numerous homes have been <BOS> built without any sort of permit at all. <EOS> 
not_propaganda	“We felt we had exhausted all prudent measures,” Bundy said in <BOS> a news conference at the <EOS> time. 
not_propaganda	The source told the Beacon that Bolton is <BOS> “acutely aware of the danger the Iranian regime <EOS> poses to the region.” 
appeal_to_fear_prejudice	<BOS> Whosoever therefore resisteth the power, resisteth the ordinance of God: and they that resist shall receive to themselves damnation <EOS>. 
name_calling,labeling	Over and over again, you can see that the Church was to stand in protest against the wicked that were at war with Christ (Revelation 12:17), in dealing with not only the corrupt and wicked priests, but also <BOS> the corrupt and wicked in government <EOS>. 
not_propaganda	In the following, we shall present to our readers the essential parts <BOS> of Bishop Laun's statement, <EOS> in our English translation from the German. 
not_propaganda	They are donating the Google plane for the <BOS> Africa trip” <EOS> 
causal_oversimplification	<BOS> Clearly, they were acting unlawfully when they did what they did <EOS>. 
doubt	<BOS> Francis cannot “simply fire” even Cardinal Wuerl, who covered up crimes of homosexual predation by the priests he transferred elsewhere while Archbishop of Pittsburgh, and who authorized payment of $900,000 in hush money to bury sexual abuse claims against a homosexual priest involved in the production of child pornography <EOS>. 
doubt	<BOS> He didn’t provide any support for his claim, which is contrary to evidence Kiko and Irving presented to Congress <EOS>. 
